S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
211	CG/2018/0211131	BILASPUR DEAF ASSOCIATION 	bspdeaf2012@gmail.com	9584286888	Bilaspur Deaf Association, 6/479 Chitle Colony, Indira Setu Near Nehru Chowk, Bilaspur (C.G.)	Bilaspur	CHHATTISGARH, 	Children,		
212	CG/2017/0176650	BILASPUR NARAYAN SEVA SANSTHAN	shivpramodtiwari@gmail.com	7999364443	SHIVA huose KONI BILASPUR CHHATTISGHR	bilaspurr	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,		
213	CG/2017/0161743	Bilaspur Navjeevan Seva Samiti	bnjss2001@gmail.com	7052677690	House No. 565 Keeri Nagar Naya Para Bilaspur -495004	Bilaspur				
214	CG/2017/0170054	Bilaspur Pallottine Society	kjpbursar@gmail.com	7440600118	PALLOTTI KUNJ, 27 KHOLI, VIKAS NAGAR, POST BOX NO. 18	BILASPUR	CHHATTISGARH, 	Children,Education & Literacy,Rural Development & Poverty Alleviation,Vocational Training,Youth Affairs,Children,Education & Literacy,Tribal Affairs,Youth Affairs,		
215	CG/2018/0202069	Bilquis Education Society	it.head@jifsa.in	8982042748	Part D 2nd Floor Commercial Complex T P Nagar Korba Chhattisgarh	Korba	CHHATTISGARH, 	Education & Literacy,Vocational Training,Labour & Employment,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Any Other,		
216	CG/2020/0257751	BINDA SAMAJ SEVI SANSTHA	sgp72@hotmail.com	9826175100	GRAM-NAWAGAON POST-KAMTA BLOCK-SIMGA	SIMGA	CHHATTISGARH, 	Agriculture,Children,Education & Literacy,Food Processing,		
217	CG/2020/0249716	Birsa Munda Sewa Sansthan	rnsassociates01@gmail.com	7354200308	BIRSA MUNDA SEWA SANSTHAN, GHATMUNDA, TESHIL- KUNKURI, DISTICT- JASHPUR (C.G.)	KUNKURI	CHHATTISGARH, 	Aged/Elderly,Education & Literacy,Environment & Forests,		
218	CG/2018/0218092	BISHOP I.P.ANDREWS MEMORIAL CHILD WELFARE AND SOCIAL SERVICE ORGANIZATION	agnes_andrews1111@rediffmail.com	9815466229	OM NAGAR SHIVNATH MARG, JRAHBHATHA, BILASPUR	BILASPUR	CHHATTISGARH, 	Children,Education & Literacy,Health & Family Welfare,Human Rights,Nutrition,Right to Information & Advocacy,Vocational Training,Women's Development & Empowerment,Any Other,Youth Affairs,		
219	CG/2017/0165859	BLACK TIGER SAMAJ SEVA SAMITI	blacktigersamiti007@gmail.com	9165002537	27 KHOLI VIKASH NAGAR BILASPUR	bilaspur	CHHATTISGARH, 	Food Processing,		
220	CG/2015/0093169	BLESS COMPUTER EDUCATION SOCIETY	sirf_rajat@yahoo.co.in	9617743254	c/o Rajat kumar das  motherteresa ward no-26  near mission school   samudaik bhavan gali	jagdalpur	CHHATTISGARH, 	Vocational Training,	http://	
221	CG/2020/0261824	BNK EDULEAD PRIVATE LIMITED	mailedulead@gmail.com	8349138133	PLOT NO. 6 SIYA RESIDENCY NEAR MOSAM KENDRA LALPUR RAIPUR (C.G)	Raipur	CHHATTISGARH, 	Agriculture,Art & Culture,Drinking Water,Education & Literacy,Environment & Forests,Labour & Employment,Legal Awareness & Aid,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
222	CG/2020/0259407	BNK SKILL CONSULTANT PVT.LTD	bnklawsolution@gmail.com	9111932905	House no-6 siya residency , lalpur,raipur chhattisgarh	Raipur	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Education & Literacy,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,		
223	CG/2018/0187002	Bodhni Devi Educational Society	bdni.jdp2008@yahoo.in	8839432971	Gram Hajariguda, Pandaripani, Near Late. baliram kashyap memorial medical college, Dimarapal, Jagdalpur, Dist. Bastar	Jagdalpur	CHHATTISGARH, 	Education & Literacy,	http://www.admissionjankari.com/college-details/b.	
224	CG/2018/0200030	Bonita Shikshan Samiti	bonitass94@gmail.com	9424229814	Krishnakunj Akta Nagar Sector1 Thcil Rapur Janta colony Raipur C.G.	Raipur	CHHATTISGARH, 	Children,Education & Literacy,Health & Family Welfare,HIV/AIDS,Women's Development & Empowerment,		
225	CG/2018/0199442	bright educational society dipka	rajeshsingh6785@gmail.com	9098409247	kala mandir, vikas nagar, dipka road kusmunda, korba chhattisgarh, 495454	kusmunda				
226	CG/2017/0167814	Bright Future Academy	awnish.tiwari@gmail.com	9009986617	Shyamji marg,Ketka Road	surajpur	CHHATTISGARH, UTTAR PRADESH, 	Labour & Employment,Micro Small & Medium Enterprises,Minority Issues,Vocational Training,Women's Development & Empowerment,		
227	CG/2018/0191267	BRIGHT INSTITUTE OF TECHNOLOGY & EDUCATION	bite.education@gmail.com	9406003330	main road dantewada, near taxi stand, dantewada c.g.	DANTEWADA	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Information & Communication Technology,Vocational Training,Women's Development & Empowerment,		
228	CG/2018/0207306	BRIGHT SIKSHAN AND MANAV KALYAN SAMITI	brightmrhischool@gmail.com	9200252191	BARAI PARA FRONT OF MARWADI SCHOOL DURG	Durg				
229	CG/2019/0223250	Buddha Samaj Kosanagar Bhilai	buddhask1985@gmail.com	9303488520	Kosanagar PostM.A.F. Bhilai Nehru Nagar District Durg C.G.	Bhilai	CHHATTISGARH, 	Education & Literacy,Environment & Forests,Health & Family Welfare,Women's Development & Empowerment,		
230	CG/2018/0205527	budhadev jankalyan samiti	birendrajain1@gmail.com	9827116365	SHRI RAM MANDIR, VIP ROAD, TELIBANDHA,	RAIPUR	CHHATTISGARH, 	Dalit Upliftment,Education & Literacy,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,		
231	CG/2020/0258218	Build Batter Future Education Society, C.G.	cpnaivedya@gmail.com	9754482085	CHANDRAR PRARKASH SAHU PARAS NAGAR WARD NO. 05 HOUSE NO. 183, ROAD NO. 03 KASDOL	KASDOL	CHHATTISGARH, 	Education & Literacy,Women's Development & Empowerment,		
232	CG/2017/0151585	bulbul shikshan prashikshan sanstha 	bspskanker@gmail.com	7982917204	PLOT NO 37, UDAY NAGAR COLONY, KANKER	KANKER 	CHHATTISGARH, 	Children,Civic Issues,Dalit Upliftment,Disaster Management,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Micro Finance (SHGs),Any Other,Education & Literacy,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Vocational Training,	http://www.bspskanker@gmail.com	
233	CG/2017/0158670	BUNDELI MAA SHITHALA SHIKSHAN SAMITI	Ashok121981@rediff.com	9753468146	Village Post Karamtara Dist Rajnandgaon	RAJNANDGAON	CHHATTISGARH, 	Education & Literacy,		
234	CG/2020/0259595	C G Assocaiation for creative training understanding and studies (CACTUS)	cactusngo@gmail.com	9826703840	345, Samta Colony, Raipur. 492001	Raipur				
235	CG/2018/0212634	CALVARY PAHAD CHRISTIAN TIRTH STHAN VIKAS SAMITI DONGARGARH	pahadcalvarys@gmail.com	9617036106	CATHOLIC CHURCH RAILWAY COLONY DONGARGARH-491445 RAJNANDGAON CG	DONGARGARH	CHHATTISGARH, 	Any Other,		
236	CG/2017/0176492	CAPS Education and Welfare Society	caps.infotech@gmail.com	9303630111	E-205, Second Floor, Golcha Residency, Near BTI Ground, Shankar Nagar, Raipur	Raipur	CHHATTISGARH, 	Education & Literacy,Information & Communication Technology,Micro Small & Medium Enterprises,		
237	CG/2020/0265548	Care and Cure Development Welfare and Research Society  	careandcure.ind@gmail.com	9827997179	SANJEEVANI CLINIC, FRONT OF KABIR BHAVAN ,RING ROAD NO 1. KUSHALPUR	RAIPUR	CHHATTISGARH, 	Civic Issues,Differently Abled,Disaster Management,Drinking Water,Aged/Elderly,Environment & Forests,Health & Family Welfare,Nutrition,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,		
238	CG/2017/0175502	Care Garden welfare Society Rajnandgaon	sinhashish07@gmail.com	7000212575	H. NO. 26 MAHENDRA NAGAR RAJNANDGAON	RAJNANDGAON	CHHATTISGARH, 	Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Minority Issues,New & Renewable Energy,Panchayati Raj,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
239	CG/2020/0270021	CARE WELFARE SOCIETY	deeparyan007@yahoo.com	9669893446	C/O SHRI ASHOK AGRAWAL,NEAR MANNU CHOWK TIKRAPARA BILASPUR 495004 CG	BILASPUR	CHHATTISGARH, 	Labour & Employment,		
240	CG/2017/0151689	career care computer education and welfare society	careercaresociety.cg@gmail.com	8871727679	SANJAY NAGAR WARD NO.14 KURUD	kurud	CHHATTISGARH, 	Children,Education & Literacy,Information & Communication Technology,Vocational Training,		
241	CG/2018/0219802	CAREER EDUCOM ACADEMY	cearaipur@gmail.com	9039969765	CAREER EDUCOM ACADEMY H. NO-70 JAL VIHAR COLONY RAIPUR 492006	RAIPUR				
242	CG/2019/0244269	Career Skills Shikshan Samiti	saru.mavlankar@gmail.com	7089214360	STR 2/21 MPHB Colony Padmanbhapur Durg	Durg	CHHATTISGARH, 	Differently Abled,Drinking Water,Education & Literacy,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,New & Renewable Energy,Rural Development & Poverty Alleviation,Sports,Vocational Training,Water Resources,Women's Development & Empowerment,		
243	CG/2016/0099779	career zone educational society	careerzone.bilaspur@gmail.com	9827493007	SAI DHAM PARISAR, TORVA PUR ROAD, TORVA, BILASPUR	BILASPUR	CHHATTISGARH, 	Art & Culture,Children,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Land Resources,Micro Finance (SHGs),Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Science & Technology,Sports,Agriculture,	http://	
244	CG/2019/0242359	CAREER ZONE OF COMPUTER INSTITUTE	careerzonebaloda@gmail.com	8305076752	NEAR GANDHI CHOWK BALODA POST BALODA TEHSIL BALODA DISTRICT JANJGIR CHAMPA CHHATTISRAH	BALODA				
245	CG/2017/0174599	CARMAL SOCIETY KONDAGAON	mathomascs@rediffmail.com	9425599800	Chavara Sadan,Kondagoan,Distt.Kondagaon,Chhattisgarh	Kondagaon	CHHATTISGARH, 	Agriculture,Education & Literacy,Health & Family Welfare,Housing,Labour & Employment,Rural Development & Poverty Alleviation,Vocational Training,Children,Nutrition,Sports,Urban Development & Poverty Alleviation,Women's Development & Empowerment,		
246	CG/2018/0221342	CARMEL PENTE COSTAL ASSEMBLY	ejohnabraham@gmail.com	9425597770	Frezerpur,Jagdalpur,Bastar	Jagdalpur	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,Vocational Training,Any Other,		
247	CG/2017/0179487	Catalyst Foundation	mail2pushpraj@gmail.com	9713523999	H. No -452, Sundar Nagar Raipur	Raipur	CHHATTISGARH, 	Agriculture,Differently Abled,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	http://www.catalystfoundation.co.in	
248	CG/2017/0172445	Catholic Sansthaen Jashpur Agnikon Parikshetra a	kerkettas2017@gmail.com	9009938265	Catholic Sansthaen Jashpur Agnikon Parikshetra P.O. Kunkuri, Dist Jashpur ,Pin No. 496225 Chhattisgarh	Kunkuri	CHHATTISGARH, 	Children,Education & Literacy,		
249	CG/2017/0171764	Catholic Sansthaen Jashpur Dakkhin Parikshetra	prakashmukti@yahoo.co.in	7772055833	Catholic Sansthaen Jashpur Dakshin Parikshetra Kunkuri, P.O. Kunkuri Dist Jashpur Chhattisgarh	Jashpur	CHHATTISGARH, 	Rural Development & Poverty Alleviation,	http://www.jashpurdiocese.in	
250	CG/2017/0172418	Catholic Sansthaen Jashpur Ishankon Parikshetra	ptiggabhk11@gmail.com	7000737910	Catholic Sansthaen Jashpur Ishankon Parikshetra P.O. Kunkuri, Dist Jashpur Pin No. 496225, Chhattisgarh	Kunkuri				
251	CG/2017/0170954	Catholic Sansthaen Jashpur Kendriya Parikshetra	tiggapradeep@yahoo.com	9407631010	Bishops House Kunkuri,P. O. KunkuriDist Jashpur 496225 Chhattisgarh	Jashpur	CHHATTISGARH, 	Rural Development & Poverty Alleviation,	http://www.jashpurdiocese.in	
252	CG/2017/0170950	Catholic Sansthaen Jashpur Paschim Parikshetra	vkbara@gmail.com	8319228833	Catholic Sansthaen Jashpur Pashchim Parikshetra, P.O. Kunkuri, Dist. Jashpur,Chhattisgarh,496225	Jashpur	CHHATTISGARH, 	Rural Development & Poverty Alleviation,	http://www.Jashpurdiocese.in	
253	CG/2017/0171741	Catholic Sansthaen Jashpur Purab Parikshetra	vgjashpurdiocese@gmail.com	9424182396	Catholic Sansthaen Jashpur Purab Parikshetra P.O. Kunkuri, Dist Jashpur Pin. no. 496225, Chhattisgarh	Jashpur				
254	CG/2017/0170991	Catholic Sansthaen Jashpur Uttar Parikshetra	minjpolycarp@gmail.com	9406123227	Catholic Sansthaen Jashpur Uttar Parikshetra P.O. Kunkuri, Dist. Jashpur, Chhattisgarh 496225	Jashpur	CHHATTISGARH, 	Rural Development & Poverty Alleviation,	http://www.jashpurdiocese.in	
255	CG/2017/0170895	Catholic Sansthaen Surguja Dakkin Parikshetra	cssdp56@gmail.com	9776447875	Bishops House, P.B. No.15 P.O.- Ambikapur Dist.- Surguja, Pin No. 497001	Ambikapur	CHHATTISGARH, 		http://cssdakkhinp.org	
256	CG/2017/0171599	CATHOLIC SANSTHAEN SURGUJA UTTAR PASCHIM PARISSHETRA	cssupp62@gmail.com	9300061666	BISHOPS HOUSE NAVAPARA AMBIKAPUR, CHHATTISGARH	AMBIKAPUR	CHHATTISGARH, 		http://cssuttarpaschimp.org	
257	CG/2017/0170681	CATHOLIC SANSTHAEN SURGUJA UTTAR PURB PARIKSHETRA	cssupurbparikshetra@gmail.com	9669627065	BISHOPS HOUSE NAVAPARA AMBIKAPUR SURGUJA CHHATTISGARH	AMBIKAPUR	CHHATTISGARH, 		http://cssuttarpurbp.org	
258	CG/2017/0170645	CATHOLIC SANSTHAN RAIGARH DAKKHIN PURAB PARIKSHETRA	barasudhir7604india@gmail.com	9424182512	Bishop House Kunkuri	Kunkuri	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,		
259	CG/2017/0170354	CATHOLIC SANTHAEN RAIGARH DAKHIN PASHCHIM PARIKSHETRA	raigarhbishopof@yahoo.co.in	9424187777	Kunkuri P.O.Raigarh	Raigarh	CHHATTISGARH, 	Children,Differently Abled,Health & Family Welfare,Agriculture,Education & Literacy,		
260	CG/2017/0176740	CDEA FOUNDATION	cdeafoundation@gmail.com	8889388889	21-Rajaswa colony, Seepat Rd, Sarkanda	BILASPUR	CHHATTISGARH, 	Education & Literacy,Environment & Forests,	http://www.cdeaonline.com	
261	CG/2020/0249715	Cedar agape home child care samiti	latkarjohan092@gmail.com	7647068943	MISSION HOSTEL,NEAR GOVT PRIMARY SCHOOL,WARD NUMBER -4,BAKKAIYARAJ PARA,BHOPALPATNAM (THESIL), BIJAPUR(DISTRICT), PIN CODE :-494446 CHHATTISGARH ( STATE) MOBILE NO:-76470689439406084708	BHOPALPATNAM	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Education & Literacy,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,		
262	CG/2019/0247972	CENTER FOR STUDIES ON HOLISTIC DEVELOPMENT	vsaxcg@gmail.com	9407622633	E-303, Park Residency, N.H.6, High way, Near Chhattisgarh Hotel, Telibandha	RAIPUR	CHHATTISGARH, 			
263	CG/2020/0262501	CENTRAL COUNCIL OF HUMAN RIGHT	CCHR.INDIA20@GMAIL.COM	9479107138	L1, SAI VILLA COLONY, BHATAGAW, POST SUNDER NAGAR, RAIPUR C.G.	LORMI	CHHATTISGARH, WEST BENGAL, CHHATTISGARH, DELHI, BIHAR, TAMIL NADU, BIHAR, JHARKHAND, KERALA, JAMMU &amp; KASHMIR, TAMIL NADU, ASSAM, KERALA, MADHYA PRADESH, ORISSA, UTTAR PRADESH, MAHARASHTRA, TAMIL NADU, UTTAR PRADESH, GUJARAT, 	Art & Culture,Children,Dalit Upliftment,Disaster Management,Education & Literacy,Aged/Elderly,Food Processing,Legal Awareness & Aid,Right to Information & Advocacy,Urban Development & Poverty Alleviation,Vocational Training,Health & Family Welfare,Human Rights,Labour & Employment,Minority Issues,Prisoner's Issues,Rural Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Human Rights,Legal Awareness & Aid,	http://www.humanright.online/	
264	CG/2019/0229311	cg sarvada samajik seva sanstha pamgarh	sarvadacg3192.pmg@gmail.com	9993027472	Near alka photo stdiomain road pamgarh	pamgarh	CHHATTISGARH, 	Art & Culture,Differently Abled,Education & Literacy,Labour & Employment,Nutrition,Water Resources,Women's Development & Empowerment,		
265	CG/2017/0173990	CGnet Swara Foundation	shu@cgnet.in	9811066749	768 Janta Colony, Gudhiyari, Raipur, Chhattisgarh – 492011	Raipur			http://www.cgnetswara.org	
266	CG/2019/0241693	CHAITANYA EDUCATIONAL SOCIETY OF INFORMATION TECHNOLOGY AND TRAINING	educhaitanya@gmail.com	7771970002	K-31,Rajdhani Vihar Saddu Raipur Dist- Raipur C.G.	RAIPUR	CHHATTISGARH, 	Drinking Water,Food Processing,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
267	CG/2013/0063010	chakardhar kathak kalyan kendra	chakradhar84rjn@gmail.com	9424128115	Jamat Para Digvijay College Road Rajnandgaon chhattisgarh 491441	Rajnandgaon	CHHATTISGARH, 	Art & Culture,	http://chakradhar-kathak-kk.org	
268	CG/2017/0165788	CHAMPA CHRISTIAN HOSPITAL SOCIETY	champa@eha-health.org	8319704505	CHAMPA CHRISTIAN HOSPITAL,CHAMPA	CHAMPA	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Differently Abled,Disaster Management,Environment & Forests,Health & Family Welfare,HIV/AIDS,Micro Finance (SHGs),Micro Small & Medium Enterprises,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Sports,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,	https://eha-health.org/	
269	CG/2017/0180364	CHANAKYA ACADEMY	sindhwanisubhash@gmail.com	9981503622	RING ROAD NO 1 NEAR SARONA BRIDGE TATIBUND, RAIPUR CG 492099	Raipur	CHHATTISGARH, 	Art & Culture,Vocational Training,Women's Development & Empowerment,	http://www.chanakyacommunitycollege.com	
270	CG/2020/0254795	Chanan Engineering Buildwin services Pvt LTD	cebsindia@gmail.com	8770719845	ANOKH KUMAR C/O DURGA NIWAS NEAR VIVEKANAND HOSPITAL ASHRAM ROAD DHARAMPURA 1 JAGDALPUR DISTRICT BASTAR CHHATTISGARH INDIA	JAGDALPUR	ANDHRA PRADESH, CHHATTISGARH, JHARKHAND, MADHYA PRADESH, ORISSA, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,		
271	CG/2017/0159926	CHANDEL SHIKSHAN SAMITEE	harishrtp@gmail.com	9981179007	GANDHI NAGAR RATANPUR,DIST-BILASPUR CHHATTISGARH	RATANPUR				
272	CG/2018/0196089	CHANDNI MAHILA SWA SAHAYATA SAMOOH	chandnimahilasamoohjarahagaon@gmail.com	7771888581	bhatapara, tah. bhatapara	bhatapara				
273	CG/2016/0108067	Chattisgarh pradesh nav bahuuddesiya vikas sangthan	cgpradeshnbvs@gmail.com	8253067332	VILLAGE POST SONSARI TEHSIL AKALTARA DISTTRICT JANJGIR CHAMPA	SONSARI	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Tribal Affairs,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Animal Husbandry, Dairying  &  Fisheries,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Land Resources,Legal Awareness & Aid,Minority Issues,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
274	CG/2018/0198367	Chattisgarh youva shakti foundation	visheshsonisss@gmail.com	7509500316	RING ROAD NAMNAKALA AMBIKAPUR	AMBIKAPUR	CHHATTISGARH, 	Drinking Water,Human Rights,Labour & Employment,Panchayati Raj,Right to Information & Advocacy,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
275	CG/2017/0171219	CHAUPAL GRAMIN VIKAS PRASHIKSHAN EVAM SHODH SANSTHAN	chaupal.cg@gmail.com	9977462084	VILLAGE PODI, POSTKUNNI, THANALAKHANPUR, AREA/LOCALITYJAGARNATHPUR, AMBIKAPUR, SARGUJA, CHHATTISGARH, 497116	AMBIKAPUR	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Labour & Employment,Land Resources,New & Renewable Energy,Nutrition,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,	http://www.chaupalcg.in	
276	CG/2019/0229743	CHETNA MAHILA SW SAHAYATA SAMUH BAGDOL	chetnasamuh23625@gmail.com	9111035283	AT- BAGDOL POST BAGICHA DIST JASHPUR C.G.	BAGDOL	CHHATTISGARH, 	Women's Development & Empowerment,		
277	CG/2013/0056345	CHETNA SANGH BHARUVADIH KHURD chhattisgarh	priteecs@rediffmail.com	9617660292	CHETNA SANGH BHARUVADIH KHURDPOMOHRENGABOTILDADISTRAIPURCHHATTIGARHPIN493225	TILDA	CHHATTISGARH, 	Women's Development & Empowerment,		
278	CG/2018/0190049	CHHADAMMI LAL SMIRITI SHIKSHA SAMITI	fspendro@gmail.com	9754135034	HOUSE NO.16, WARD NO.- 22, KENABHANDH, AMBIKAPUR, SURGUJA, CHHATTISGARH	AMBIKAPUR	CHHATTISGARH, 	Education & Literacy,Vocational Training,		
279	CG/2019/0248105	Chhatisgarh Murtikar Chitrakar Sangh	cgmurtikar2015@gmail.com	9907530006	Shashi yadaw, penter gali, Bajrang nagar 384, Raipur	raipur	CHHATTISGARH, 	Health & Family Welfare,Women's Development & Empowerment,		
280	CG/2018/0207552	chhatisgarh rmp chikitsak sangh	cgrmp338@gmail.com	8103289024	sikola basti durg	DURG	CHHATTISGARH, 	Drinking Water,Education & Literacy,Health & Family Welfare,HIV/AIDS,Tribal Affairs,		
281	CG/2019/0224899	CHHATRAPATI SHIVAJI EDUCATION AVAM WELFARE SOCIETY BALOD 	chaulesh1234@gmail.com	9424111938	Sadendra Kumar Deshmukh, Shitla Mandir Road, Word No. 14, House No.272, Balod	balod				
282	CG/2020/0262875	CHHATTISGARH ABHINANDAN EDUCATIONAL AND SOCIEAL WELFARE SOCIETY	cgabhinandaneducational@gmail.com	8319035490	HOUSE NO. 10,WARD NO. 05, HARRAPARA, BAIKUNTHPUR	BAIKUNTHPUR	CHHATTISGARH, 	Education & Literacy,Food Processing,Health & Family Welfare,Housing,Micro Small & Medium Enterprises,Women's Development & Empowerment,Drinking Water,Aged/Elderly,HIV/AIDS,Human Rights,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Nutrition,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,		
283	CG/2017/0168935	Chhattisgarh Action and  Research Team	cartcg@gmail.com	9826171304	O-3, ANUPAM NAGAR, SHANKAR NAGAR, RAIPUR,	Raipur		Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Water Resources,Women's Development & Empowerment,		
284	CG/2017/0181780	CHHATTISGARH ADITYA SIKSHAN SANTHAN RAJNANDGAON	gendlalnishad@gmail.com	9770891510	SHRI GENDLAL NISHADWARD NO 14 BALDEV BAG RAJNANDGAON	RAJNANDGAON	CHHATTISGARH, 	Women's Development & Empowerment,Urban Development & Poverty Alleviation,Vocational Training,		
285	CG/2017/0161520	Chhattisgarh Adivasi Mahila Uttahn Samiti	cgadvasimahila123@gmail.com	8226069543	SHIVAJI NAGAR WAD NO 24 BEHIND KOTWALI BILASPUR	BILASPUR	CHHATTISGARH, 	Children,Dalit Upliftment,Women's Development & Empowerment,		
286	CG/2017/0155368	CHHATTISGARH AGRICON SAMITI	manasbanerjee@cgagricon.org	9630083206	404 FOUTH FLOOR PROGRESSIVE POINT LALPURRAIPUR	RAIPUR	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Micro Finance (SHGs),Micro Small & Medium Enterprises,Panchayati Raj,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Water Resources,	https://www.cgagricon.org	
