S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
87	AN/2018/0196213	SEVA NIKETAN	mangatrampb@gmail.com	9434281763	Seva Niketan , Dairy Farm P.O Junglighat, South Andaman, Port Blair -744103	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Education & Literacy,		
88	AN/2018/0192936	SHANTI MAHILA MONDAL	shantimahilamondal@gmail.com	9434294632	Shanti Mahila Mondal Brindaban-1 PO RR StationSaithan Khari-744206 South Andaman	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Education & Literacy,		
89	AN/2018/0192360	SHOPKEEPERS ASSOSIATION	aitandtpb@gmail.com	9933213471	C/o A I Trading, Kanyapuram, Wimberlygunj, S. Andaman, Pin744206	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Health & Family Welfare,		
90	AN/2017/0154227	SHREE MAHADEV TEMPLE COMMITTEE	ca.patel@vlp.co.in	9434261745	SHREE MAHADEV TEMPLE COMMITTEE BURMANALLAH, PO BIMBLITAN PORT BLAIR, SOUTH ANDAMAN PIN 744105	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Education & Literacy,Sports,Tourism,	http://www.shreemahadev.in	
91	AN/2019/0245022	Shree Shree Hari Guru Chand Sanskritik Sangha	biswassudhir44@gmail.com	9933253999	Sippighat, Port Blair, South Andaman ,	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Legal Awareness & Aid,Tourism,Any Other,		
92	AN/2019/0237874	SHREE SHREE RADHA KRISHNA MANDIR COMMITTEE	jcy57.c@gmail.com	9434287297	Vill MANPUR, P.O. -HERBERTABAD	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,		
93	AN/2020/0266602	SHRI SHRI GURU CHAND MISSION	srisriguruchandmission@gmail.com	9434271813	LOHA BADI, CHOULDARISOUTH ANDAMAN PORT BLAIR ANDAMAN AND NICOBAR ISLANDSPIN:- 744103	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,Drinking Water,Aged/Elderly,Legal Awareness & Aid,Nutrition,Sports,Any Other,		
94	AN/2020/0264776	SITESH LIVE ORCHESTRA GROUP	siteshliveorchestragroup@gmail.com	9474214749	C/O MAHARASHTRA MANDAL, POST BOX NO. 26 (HPO) PORT BLAIR, SOUTH ANDAMAN PIN.744101	Port BLAIR				
95	AN/2017/0180489	SNAHALAYA ASHRAM	madhujesus@hotmail.com	9962092985	PANKAJ DEEP BHAWAN , VIP ROAD, PORT BLAIR, (APOLLO HOSPITAL BUILDING) , ANDAMAN	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,	http://www.snahalayaashram.com	
96	AN/2017/0167118	Society of Pilar Andamans	localsuperiorpblair@yahoo.in	9434282633	Lambaline Junglighat (PO) Port Blair South Andaman Andaman and Nicobar	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Education & Literacy,Any Other,		
97	AN/2020/0258913	srishti cultural group	srishticulturalgroup@gmail.com	9933203674	srishti cultural group chandni chock, mazar phar,port blair south andaman.	port blair				
98	AN/2018/0198167	STAR EDUCATIONAL CHARITABLE INSTITUTE	mishraportblair@gmail.com	9434299944	NO 6 SAGRITARA COMPLEX, PREM NAGAR JUNCTION, PORT BLAIR	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Dalit Upliftment,Women's Development & Empowerment,Children,		
99	AN/2014/0083180	STEPS AID INDIA	steps_aidindia@yahoo.com	9933226407	STEPS-AID INDIA AUSTINABAD BRICHGUNJ P. O PORT BLAIR SOUTH ANDAMAN INDIA - PIN - 744 103	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Aged/Elderly,Art & Culture,Children,Differently Abled,Disaster Management,Education & Literacy,Health & Family Welfare,Legal Awareness & Aid,Rural Development & Poverty Alleviation,Sports,Urban Development & Poverty Alleviation,Women's Development & Empowerment,		
100	AN/2020/0252562	Sur Sangam 	minaznadeem80@gmail.com	9933255789	Sur Sangam, Opp. Old CCS Junglighat Port Blair, South Andaman.744103	Port Blair				
101	AN/2017/0163475	Sur Sangam Cultural Forum	surosangampb@gmail.com	9933221169	OLD PAHARGAON, DOLLYGUNJ, PORT BLAIR, SOUTH ANDAMAN	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,		
102	AN/2017/0162968	SUR SAPTAK A SANGEET ACADEMY 	ananyakarakkvs2017@gmail.com	9933241311	MIDDLE POINT, N G ROAD, PORT BLAIR, ANDAMAN	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,Art & Culture,		
103	AN/2017/0163027	SURUPANJALI A CULTURAL ART FORUM	dasbapi17@gmail.com	9679534035	c/o Bably Sharma Behind Shadipur Post Office Shadipur Junction Port Blair 744106	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,Art & Culture,		
104	AN/2018/0199078	SWAJYOT	swajyotpb2018@gmail.com	9476010147	DELANIPUR PORT BLAIR SOUTH ANDAMAN ANDAMAN AND NICOBAR ISLANDS PIN 744102	PORT BLAIR		Environment & Forests,Health & Family Welfare,Tribal Affairs,Art & Culture,Environment & Forests,Health & Family Welfare,Tribal Affairs,Panchayati Raj,Human Rights,Women's Development & Empowerment,		
105	AN/2017/0173376	Swaraj Shaheed Sangh	laxmankumarbb@gmail.com	9434265569	Swaraj Shaheed Sangh, Beodnabad, South Andaman, PIN-744105.	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,Civic Issues,Environment & Forests,Sports,Youth Affairs,Children,Disaster Management,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,		
106	AN/2012/0055106	The Indian Tribals Welfare Association	bhartiyaadivasi@gmail.com	9434294802	SP/90, Dispensary Road, Shadipur-744 106	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Tribal Affairs,		
107	AN/2018/0193167	TOURIST VEHICLE OWNERS ASSOCIATION 	akshayatravel47@gmail.com	9474201364	DELANIPUR PO HADDO PORT BLAIR SOUTH ANDAMAN	PORT BLAIR				
108	AN/2020/0265665	TRUE VISION FOUNDATION	safuwan.saif.pk1@gmail.com	9679511331	Garacharma PO Bathu Basti South Andamam 744105	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,		
109	AN/2018/0199420	TUSHNABAD MAHILAMANDAL	rajita.rangat@gmail.com	9531820242	TUSHNABAD	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Children,		
110	AN/2018/0193465	Union Territory Cricket Association-India	utcaindia@gmail.com	9474263760	O/o Union Territory Cricket Association-India Room No. 26, First Floor, Savio Maket, Brichgunj Chowk, Prothrapur, Port Blair,South Andaman Andaman	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Aged/Elderly,Health & Family Welfare,Sports,Tourism,Youth Affairs,		
111	AN/2018/0198159	UPSC Recruited Teachers Association	upscrta@gmail.com	9691224547	House No 1, Air Lane Road, Multipurpose Hall,Ward No.7, Delanipur, Prem Nagar, Port Blair, South Andaman744102	PORT BLAIR				
112	AN/2018/0206830	Utkal samaj 	Kumar.swain@gmail.com	9434288880	UTKAL SAMAJ SHADIPUR PORT BLAIR	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Education & Literacy,Art & Culture,Civic Issues,Housing,Micro Small & Medium Enterprises,Vocational Training,		
113	AN/2018/0206912	VANVASI KALYAN ASHRAM	dharmarao845@gmail.com	9474219764	Vanvasi Kalyan Ashram, Andaman	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,Tribal Affairs,		
114	AN/2017/0153504	VIDYA YUVAKENDRA FOUNDATION	vidhyayk7@gmail.com	9933290269	Vidya Yuvakendra Foundation,First Floor, survey no:393/27,Pathragudda, Garacharma -1,	Port Blair	ANDAMAN &amp; NICOBAR ISLANDS, 	Education & Literacy,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://www.vykskillandaman.org	
115	AN/2020/0264446	WITH YOU	withyoungo5@gmail.com	9434293333	OLD SBI BUILDING, NEAR FISH MARKET BAMBOOFLAT, BAMBOOFLAT P.O., SOUTH ANDAMAN, A	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,		
116	AN/2020/0262825	YUVA BHARAT SAMAJ SEVA CHARITABLE TRUST	ybssevatrust2020@gmail.com	9933250546	NEAR FISH LANDING JETTY WARD NO. 14, FISHERIES COLONY, DAIRY FARM	PORT BLAIR	ANDAMAN &amp; NICOBAR ISLANDS, 	Art & Culture,Children,Education & Literacy,Environment & Forests,Sports,Youth Affairs,	https://ybssevatrust.org	
