S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
64	AR/2017/0156427	Bhartiya Adim Jati Sevak Sangh Rupa Branch Arunachal Pradesh	ashramrajendra@gmail.com	9436246011	At Post Rupa, Dist. West Kameng	Rupa	ARUNACHAL PRADESH, 	Children,Education & Literacy,Tribal Affairs,	http://www.bajss.org	
65	AR/2017/0175518	BIGO MEGGO WELFARE SOCIETY	bigomeggosociety@gmail.com	9101466380	PAKAM VILLAGE, AALO PO/PS AALO	AALO	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Urban Development & Poverty Alleviation,Animal Husbandry, Dairying  &  Fisheries,Food Processing,Urban Development & Poverty Alleviation,	http://www.bigomeggo.com	
66	AR/2019/0244917	BINKING DARIK WELFARE SOCIETY	taringdui3@gmail.com	9436054167	SIYUM CIRCLE, UPPER SUBANSIRI DISTRICT DAPORIJO, ARUNACHAL PRADESH 791122	DAPORIJO	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Civic Issues,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Information & Communication Technology,Land Resources,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,Nutrition,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,		
67	AR/2020/0259505	BIRUK HAPA MULTIPURPOSE COOPERATIVE SOCIETY LTD	GIMIJONEY2018@GMAIL.COM	9774129235	PALIN POPS-PALIN DISTRICT KRA DAADI AP 791118	ITANAGAR	ARUNACHAL PRADESH, 			
68	AR/2020/0259096	BOGNE MULTIPURPOSE COOPERATIVE SOCIETY LTD.	tapontali2020@gmail.com	7085801553	BOGNE VILLAGE, PO AND PS KAYING, DISTRICT SIANG, ARUNACHAL PRADESH	KAYING	ARUNACHAL PRADESH, 	Any Other,		
69	AR/2019/0235082	BOMDUNG BOMPE MULTIPURPOSE COOPERATIVE SOCIETY LIMITED	bomdungbompe@gmail.com	8257831602	PO/PSTALI KRADADI DISTRICT ARUNACHAL PRADESH	TALI 				
70	AR/2020/0258076	BORANG ERANG KEBANG	kebangborangerang@gmail.com	7085277439	MUSUP (BEK), NH-215, NONGKHON, LEKANG CIRCLE	NONGKHON	ARUNACHAL PRADESH, 	Micro Small & Medium Enterprises,		
71	AR/2020/0262965	BORDUMSA MAHILA MANDAL	mahilamandalbsa@gmail.com	7896506927	NEAR AGRICULTURE OFFICE, BORDUMSA, DIST- CHANGLANG, ARUNACHAL PRADESH, PIN- 792056	BORDUMSA	ARUNACHAL PRADESH, 	Food Processing,Micro Finance (SHGs),Women's Development & Empowerment,		
72	AR/2017/0115141	BRIGHT FUTURE SOCIETY	brightfuturesociety1@gmail.com	9436228030	Near water tank, Above D.N College Road, Vivek-Vihar, P.O- R.K Mission, District: Papum-Pare, Itanagar-791113, Arunachal Pradesh	ITANAGAR		Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,		
73	AR/2011/0040517	bright future society ziro	bfsziro@yahoo.com	9436047183	Bright Future Society, Ziro (BFSZ) C/o Shri Kuru Tago,Chairman M.G. road, Siiring Pakho, Hapoli PS/PO-Ziro PB No.44 Dist-Lower Subansiri Arunachal Pradesh. Pincode-791120	Ziro	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Agriculture,Art & Culture,Drinking Water,Environment & Forests,Health & Family Welfare,HIV/AIDS,Micro Finance (SHGs),Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Tribal Affairs,Tourism,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,	http://www.bfsziro.com	
74	AR/2012/0049266	Buddhist Culture Preservation Society Bomdila	bcpsociety@yahoo.com	9436045755	Buddhist Culture Preservation Society P.O. PS Bomdila West Kameng District Arunachal Pradesh PIN-790001	Bomdila	ARUNACHAL PRADESH, 	Art & Culture,Education & Literacy,Environment & Forests,Health & Family Welfare,Tribal Affairs,Vocational Training,Any Other,	http://www.bcpsociety.org	
75	AR/2016/0105214	BUI WELFARE SOCIETY	buiwelfaresociety@gmail.com	9436432222	Near Feild Publicity Office / Treasury Office, Daporijo, Upper Subansiri District, Arunachal Pradesh - 791122	DAPORIJO	ARUNACHAL PRADESH, 	Art & Culture,Education & Literacy,Health & Family Welfare,Sports,Tribal Affairs,Women's Development & Empowerment,	http://buiwelfaresociety.org	
76	AR/2020/0250055	BYB INFRASTRUCTURE PRIVATE LIMITED	bybinfrastructurecompany@yahoo.com	9436857906	TYPE-1, COLONY, SEPPA	SEPPA	ARUNACHAL PRADESH, 	Agriculture,Housing,Micro Finance (SHGs),Any Other,		
77	AR/2020/0250563	CARE ME HOME WELFARE SOCIETY	caremehome01@gmail.com	8256992776	HO. KAILASHPUR DIST- TIRAP ARUNACHAL PRADESHPIN NO. 792130	KHONSA	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
78	AR/2017/0169410	Catholic Church Welfare Society 	catholicchurchws@gmail.com	7629958149	P.B.No. 294	Naharlagun	ARUNACHAL PRADESH, 			
79	AR/2016/0100846	Centre for Buddhist Cultural Studies	cbcs1977@yahoo.com	9402270201	Centre for Buddhist Cultural Studies  Tawang Monastery  P.O. Tawang  Distt. Tawang  Arunachal Pradesh  790104	Tawang		Art & Culture,Education & Literacy,Environment & Forests,		
80	AR/2020/0257945	Chabugi Foundation	chabugifoundation@gmail.com	7005434064	Sadhanarama Bana Vihara Foundation, Jyotsnapur,	Diyun	ARUNACHAL PRADESH, 	Agriculture,Art & Culture,Education & Literacy,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,		
81	AR/2019/0247175	Change foundation	hapimene@gmail.com	8837321250	KERA ATI VILLAGE	ROING	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Education & Literacy,Environment & Forests,Health & Family Welfare,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),New & Renewable Energy,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Sports,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
82	AR/2011/0044785	Changkiu Bagang VFMC	chungmabagang2019@gmail.com	9402621813	Changkiu Bagang,East Kameng District	Arunchal	ARUNACHAL PRADESH, 	Agriculture,Art & Culture,	http://www.cbvfmc.com	
83	AR/2016/0106748	Chayang Mission Society	chayangmission@gmail.com	9436044457	Ms Bagang Kerosene Agency, Type IV Colony, Seppa PO Seppa PS Seppa PIN 790102	Seppa	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Children,Differently Abled,Disaster Management,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Micro Small & Medium Enterprises,Nutrition,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,		
84	AR/2020/0262033	CHOBA THARA MULTIPURPOSE COOPERATIVE SOCIETY LIMITED	ridotabiu007@gmail.com	8638059990	Village Palin Post PalinDistrict Kurrung KumayArunachal Pradesh	Kurrung Kumay  	ARUNACHAL PRADESH, 	Agriculture,Children,Civic Issues,Education & Literacy,Food Processing,Health & Family Welfare,Human Rights,Land Resources,Micro Finance (SHGs),Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Women's Development & Empowerment,		
85	AR/2020/0261591	CHOEPHEL-LING TIBETAN SERVICE CO-OPERATIVE SOCIETY LIMITED	miaonyamdel@gmail.com	9436836986	CTSCS Ltd, TR camp, P.O-Miao, Dist-Changlang, Arunachal Pradesh-792122.	Miao	ARUNACHAL PRADESH, 	Art & Culture,		
86	AR/2019/0245170	CLEAN, GREEN & SOUND INDIAN SOCIETY	phunchusonam@gmail.com	9402895666	VILL-RUPA PO/PS-RUPA, WEST KAMENG DISTRICT ARUNACHAL PRADESH PIN-790003	RUPA	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Human Rights,Sports,Youth Affairs,Biotechnology,Health & Family Welfare,Nutrition,Science & Technology,Tourism,Women's Development & Empowerment,		
87	AR/2020/0263496	COMING GENERATION FOR ARUNACHAL PRADESH	paputayem22@gmail.com	7629856153	SEPPA TOWN, NEAR POST OFFICE,	SEPPA	ARUNACHAL PRADESH, 	Any Other,		
88	AR/2018/0206603	Community & Rural Development Society	ajedolo@gmail.com	9436896910	JB Complex, Near Basar Building,C	Itanagar	ARUNACHAL PRADESH, 	Vocational Training,Civic Issues,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Nutrition,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Water Resources,	http://www.crdsskills.com	
89	AR/2018/0188988	COMPREHENSIVE ASSOCIATION OF RURAL EXCELENCE	care.taling696@gmail.com	8257009191	HO. CHIMPU, ITANAGAR DIST. PAPUM PARE, ARUNACHAL PRADESHPIN NO. 791113	PAPUM PARE	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
90	AR/2020/0249767	COMPREHENSIVE DEVELOPMENT MISSION	cdmarunachal@gmail.com	9436008931	AT-Dam SideNaharlagun P.O-Naharlagun P.S-Naharlagun Dist-Papumpare State- Arunachal Pradesh Pin-791110	Naharlagun	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Micro Finance (SHGs),Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Rural Development & Poverty Alleviation,Tourism,Tribal Affairs,Vocational Training,Water Resources,		
91	AR/2018/0195695	COMPUTER SOCIETY OF ARUNACHAL PRADESH TECHNO PARK	apo.csap@gmail.com	9436271264	NIRJULI, PAPAUM PARE	ITANAGAR	ARUNACHAL PRADESH, 	Education & Literacy,Information & Communication Technology,Labour & Employment,New & Renewable Energy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Vocational Training,Women's Development & Empowerment,Youth Affairs,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Differently Abled,Disaster Management,Drinking Water,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Land Resources,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Right to Information & Advocacy,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Water Resources,		
92	AR/2020/0271946	D G RURAL DEVELOPMENT SOCIETY 	dongligollo2@gmail.com	8259015724	Town-Old ALC Line,PO-Pakke Kessang,PS-Pakke Kessang,Arunachal Pradesh	Itanagar	ARUNACHAL PRADESH, 	Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Minority Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Environment & Forests,		
93	AR/2016/0112458	DADI HAMGIO CHARITABLE SOCIETY	dhcsociety@gmail.com	9485231366	O/o Dadi Hamgio Charitable Society Near Civil Secreteriate Office, P.O/P.S- Itanagar, Arunachal Pradesh, 791111	Itanagar	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,New & Renewable Energy,Nutrition,Rural Development & Poverty Alleviation,Scientific & Industrial Research,Sports,Tribal Affairs,Housing,Information & Communication Technology,Urban Development & Poverty Alleviation,Women's Development & Empowerment,Youth Affairs,	http://dhcsociety.com	
94	AR/2019/0239075	Dangba-Leba Multipurpose Cooperative Society Limited	dangbalebamcssociety@gmail.com	9582699760	Sangram, P.O	Sangram		Agriculture,Children,		
95	AR/2019/0236072	Danyi Rilla Society	danyirillasociety2006@gmail.com	9436229745	C/o Ama Apartment, Hapoli Bazar, Near Old AMCS Godown, Para Pabu, P.O-Hapoli(Ziro), Lower Suansiri.	Ziro	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Civic Issues,Environment & Forests,Land Resources,Micro Finance (SHGs),Tourism,Any Other,Education & Literacy,		
96	AR/2019/0238806	DEEPAK NABAM LIVING HOME	deepaknabam12@gmail.com	9436059833	C/O DEEPAK NABAM Senki Park, Itanagar P.O: R.K Mission, P:S: Itanagar, Papum Pare, Arunachal Pradesh -791113	ITANAGAR	ARUNACHAL PRADESH, 	Any Other,	http://deepaknabamlivinghome.org	
97	AR/2017/0158966	DEFENCE CLUB ZIRO	defenceclub61@gmail.com	9436291409	ZIRO, LOWER SUBANSIRI DISTRICT, ARUNACHAL PRADESH	ZIRO	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,		
98	AR/2015/0088375	Denning Society Tezu	badang08@hotmail.com	9862244878	Denning Society  Near RWD Central Store  PO Tezu PS Tezu  Lohit District 792001  Arunachal Pradesh	Tezu	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,New & Renewable Energy,		
99	AR/2018/0188037	DERA V.F.M.C	talukdera1962@gmail.com	9402046811	DERA VILLAGE, UPPER SUBANSIRI DISTRICT, ARUNACHAL PRADESH	DERA VILLAGE	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
100	AR/2017/0167516	DIILYANG DIIBU MULTIPURPOSE COOPERATIVE SOCIETY LIMITED	njailyang@gmail.com	9774137717	KHOTER ZIRO VILLAGE RERU PO/PS ZIRO	ZIRO				
101	AR/2017/0160001	DILI VALLEY SOCIETY	societydilivalley@gmail.com	8413937080	VILLJORAM P.OJORAMP.SYACHULI DIST LOWER SUBANSIRI STATE- ARUNACHAL PRADESH PIN NO.- 791120	ZIRO				
102	AR/2016/0108712	Dinii Koling MPCS Ltd	info.diniikoling@gmail.com	9954208601	Daporijo, Upper Subansiri District, Arunachal Pradesh	Daporijo	ARUNACHAL PRADESH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,		
103	AR/2017/0169068	Diocese of Itanagar	dioceseofitanagar2@gmail.com	9436228087	Post Box No. 294 Naharlagun	Naharlagun	ARUNACHAL PRADESH, 		http://dioceseofitanagar.org	
104	AR/2017/0178283	DIOCESE OF MIAO	edvinprabhu@gmail.com	8131851234	Miao, P.O Miao	Miao	ARUNACHAL PRADESH, 	Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Labour & Employment,Legal Awareness & Aid,Minority Issues,Rural Development & Poverty Alleviation,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,		
105	AR/2020/0257857	Disha	dishakhonsa11@gmail.com	7005674124	Engineering Colony Khonsa, Dist Tirap	Khonsa	ARUNACHAL PRADESH, 	Agriculture,Drinking Water,Environment & Forests,Health & Family Welfare,Micro Finance (SHGs),Vocational Training,Education & Literacy,		
106	AR/2009/0021065	District Horticulture And Agriculture Development Cooperative Society Ltd	jarobagang001@gmail.com	8974383761	Regd. office,Seppa,   District East Kameng,   Arunachal Pradesh.   corresponding office, Yayam Complex, Papu Hill, Naharlagun, Distt. papum pare, pincode -791110	Naharlagun	ARUNACHAL PRADESH, 	Agriculture,Art & Culture,	http://	
107	AR/2020/0268387	DITE MOPANG WELFARE SOCIETY	Info@ditemopang.org	9862959444	SILLE PASIGHAT, DIST.- EAST SIANG, ARUNACHAL PRADESH	SILLE PASIGHAT		Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Human Rights,Micro Small & Medium Enterprises,Minority Issues,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Women's Development & Empowerment,		
108	AR/2018/0219722	DIVINE HILLS FOUNDATION 	dhfoundation11@gmail.com	9436288457	Near Clock Tower, Ganga Market, Itanagar, Arunachal Pradesh.	Itanagar	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Micro Finance (SHGs),Micro Small & Medium Enterprises,Nutrition,Panchayati Raj,Rural Development & Poverty Alleviation,Sports,Tourism,Urban Development & Poverty Alleviation,Water Resources,Women's Development & Empowerment,Science & Technology,Tribal Affairs,		
109	AR/2017/0172368	DIVINE WORD SOCIETY	dwsseppa@gmail.com	9436897953	Nyari Welly Model village	Seppa	ARUNACHAL PRADESH, 	Children,Differently Abled,Education & Literacy,Aged/Elderly,Urban Development & Poverty Alleviation,Vocational Training,Any Other,		
110	AR/2020/0265983	Diyun Co-operative General Stores Ltd. 	diyuncooperativegeneralstores@gmail.com	7972263240	Diyun bazar, near Buddha Vihar PO/PS Diyun, Dist Changlang, Arunachal Pradesh PIN- 792103	Diyun	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Education & Literacy,Environment & Forests,Food Processing,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,		
111	AR/2018/0189598	DODUM DOL WELFARE SOCIETY	tabayamu@gmail.com	8794427720	YAZALI DIST, LOWER SUBANSIRI, ARUNACHAL PRADESH 791120	YAZALI	ARUNACHAL PRADESH, 	Children,Agriculture,Art & Culture,Education & Literacy,Health & Family Welfare,HIV/AIDS,Labour & Employment,Rural Development & Poverty Alleviation,Tribal Affairs,Vocational Training,Women's Development & Empowerment,		
112	AR/2020/0266883	DOKUM MULTIPURPOSE COOPERATIVE SOCIETY LIMITED	bengiatayu@gmail.com	8730020500	KOLORIANG, P.O KOLORIANG KURUNG KUMEY DISTRICT, ARUNACHAL PRADESH	ARUNACHAL PRADESH		Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,		
113	AR/2016/0107208	DOLYANG CHANJANG TANI BARMII SOCIETY	rexmica@gmail.com	9436222174	QUARTER NO 56 TYPE IIC SECTOR NAHARLAGUN POST OFFICE NAHARLAGUN POLICE STATION NAHARLAGUN	NAHARLAGUN	ARUNACHAL PRADESH, 	Women's Development & Empowerment,		
114	AR/2020/0267560	DON BOSCO (LONGDING)	angelkuldeepsdb@gmail.com	7085937102	DON BOSCO SCHOOL LONGDING VILLAGE NIAUNU	LONGDING				
115	AR/2020/0262538	DONYI ANE MULTIPURPOSE COOPERATIVE SOCIETY LIMITED	khenewagroup@gmail.com	9402915867	VILL BOSSO COLONY, SEPPA PO/ PS SEPPA DISTRICT EAST KAMENG STATE ARUNACHAL PRADESH PIN CODE NO 790102	SEPPA	ARUNACHAL PRADESH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Disaster Management,Drinking Water,Education & Literacy,Food Processing,Health & Family Welfare,Human Rights,Information & Communication Technology,Labour & Employment,Micro Finance (SHGs),Science & Technology,Sports,Tourism,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
116	AR/2010/0032172	Donyi Mumsi Foundation	linksukh02@gmail.com	9436634236	C/o Donyi Mumsi Foundation School  Ganga, Itanagar	Itanagar		Art & Culture,Civic Issues,Drinking Water,Education & Literacy,Food Processing,Health & Family Welfare,HIV/AIDS,Tribal Affairs,Tourism,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
117	AR/2020/0256682	DOPIK MULTI-PURPOSE SOCIETY	dmpsociety2002@gmail.com	9856206738	VILLAGE.DOBAM, KARSINGSA DISTRICT.PAPUM PARE STATE.ARUNACHAL PRADESH PIN NO.791110	KARSINGSA	ARUNACHAL PRADESH, 	Agriculture,Art & Culture,Children,Civic Issues,Drinking Water,Food Processing,Health & Family Welfare,Human Rights,Labour & Employment,Micro Finance (SHGs),Micro Small & Medium Enterprises,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Youth Affairs,Any Other,		
118	AR/2018/0214115	DUNYO YOUTH CLUB	podotajen792@gmail.com	9402933593	TAMUYINGBE, MONIGONG	MONIGONG	ARUNACHAL PRADESH, 	Agriculture,Civic Issues,Education & Literacy,Environment & Forests,Drinking Water,Health & Family Welfare,	http://www.dunyoyouth.com	
119	AR/2020/0261680	East Siang Mising Walfare Society	eastsiangmisingwelfaresociety@gmail.com	9436853189	PASIGHAT, EAST SIANG DISTRICT, ARUNACHAL PRADESH	PASIGHAT	ARUNACHAL PRADESH, 	Tribal Affairs,		
120	AR/2020/0262278	ECO FRIENDLY SOCIETY OF MAGI VILL	ecofriendlysocietyofmagivill@gmail.com	7005178483	MAGI VILLAGE, DIST WEST SIANG, ARUNACHAL PRADESH	ARUNACHAL PRADESH		Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,		
121	AR/2018/0192898	Education and Cultural Development Society 	nabamakin@gmail.com	9436418888	head office :Village Bello-II Po/Ps Kimin-791121 District Papumapare Branch office :Village Papu-I Po/Ps naharlagun -791110District Papumapare	kimin	ARUNACHAL PRADESH, 	Any Other,Vocational Training,	http://www.ecdsarunachal.org	
122	AR/2018/0195928	Ekha Jan Sambridhi Sansthan	kumodkr9@yahoo.co.in	8860286299	Pappu Nallah Papum Pare Itanagar Arunachal Pradesh India	Itanagar	ARUNACHAL PRADESH, 	Civic Issues,Children,Differently Abled,Education & Literacy,Drinking Water,Aged/Elderly,Environment & Forests,Health & Family Welfare,Housing,Information & Communication Technology,New & Renewable Energy,Rural Development & Poverty Alleviation,Tourism,Any Other,		
123	AR/2020/0250350	Emmanuel Rehabilitation Society	techihare34@gmail.com	9402259364	NAHARLAGUN P.O.- NAHARLAGUN DISTRICT.- PAPUM PARE PIN- 791110 STATE : ARUNACHAL PRADESH	NAHARLAGUN	ARUNACHAL PRADESH, 	Aged/Elderly,Any Other,Tribal Affairs,		
124	AR/2019/0233174	EMPIRES SOCIETY	changrang@gmail.com	9436071720	Riba Building, G-Sector, Itanagar 791113, Arunachal Pradesh	ITANAGAR	ARUNACHAL PRADESH, 	Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Human Rights,Labour & Employment,Legal Awareness & Aid,Micro Finance (SHGs),New & Renewable Energy,Rural Development & Poverty Alleviation,Sports,Tourism,Tribal Affairs,Water Resources,Women's Development & Empowerment,Youth Affairs,		
125	AR/2020/0249910	ENVIRONMENT PROTECTION GROUP OF ARUNACHAL	lollentomo@gmail.com	9383345172	Aalo,west siang Arunachal pradesh	aalo				
